sim_id,total_mass,ell,em,match,phase_diff_per_cycle,f_lower_mode
SXS:BBH:0005,20,4,4,0.9526155992726916,1.0940002563086013,106.95739445276742
SXS:BBH:0005,20,3,2,0.9672184179158285,0.013211100627279721,53.47869722638371
SXS:BBH:0005,20,4,3,0.9191894022729482,0.057209772583159534,80.21804583957557
SXS:BBH:0005,25,2,2,0.9859158626350372,0.002415541890310778,42.78964340118799
SXS:BBH:0005,25,2,1,0.987550763739411,0.04040251273589203,21.394821700593994
SXS:BBH:0005,25,3,3,0.9178200947996947,0.0381338467537078,64.18446510178198
SXS:BBH:0005,25,4,4,0.9649435585840428,0.5846077639954158,85.57928680237598
SXS:BBH:0005,25,3,2,0.979013991684499,0.004203968743986153,42.78964340118799
SXS:BBH:0005,25,4,3,0.93432411702555,0.3203685663186906,64.18446510178198
SXS:BBH:0005,30,2,2,0.9896448973791891,0.020149919825892357,35.65969394563408
SXS:BBH:0005,30,2,1,0.9929556497746043,0.0819630287354669,17.82984697281704
SXS:BBH:0005,30,3,3,0.9374139255390551,0.06503312449485983,53.48954091845113
SXS:BBH:0005,30,4,4,0.9786098447237155,0.539296945514566,71.31938789126816
SXS:BBH:0005,30,3,2,0.987549032249403,0.023954535089149402,35.65969394563408
SXS:BBH:0005,30,4,3,0.957045863964036,0.3475795647322762,53.48954091845113
SXS:BBH:0005,35,2,2,0.9921227598038692,0.0010106264597310353,30.565369140642584
SXS:BBH:0005,35,2,1,0.9954946260350565,0.04169150576779884,15.282684570321292
SXS:BBH:0005,35,3,3,0.9482624342916011,0.04130200573540848,45.848053710963875
SXS:BBH:0005,35,4,4,0.9856746951406468,0.513423984573678,61.13073828128517
SXS:BBH:0005,35,3,2,0.9911379208248945,0.00023482972373042087,30.565369140642584
SXS:BBH:0005,35,4,3,0.9685475953661403,0.31895807410916327,45.848053710963875
SXS:BBH:0005,40,2,2,0.993330826136745,0.004301587840095349,26.7440400143411
SXS:BBH:0005,40,2,1,0.9966444447427757,0.048800139655947955,13.37202000717055
SXS:BBH:0005,40,3,3,0.9548236812355388,0.0449954811333938,40.11606002151165
SXS:BBH:0005,40,4,4,0.9886414780100512,0.30908081857077585,53.4880800286822
SXS:BBH:0005,40,3,2,0.9924186341796165,0.003683606964176363,26.7440400143411
SXS:BBH:0005,40,4,3,0.9743908319559851,0.23561134232318434,40.11606002151165
SXS:BBH:0005,50,2,2,0.9946698491499479,0.008653719473680257,21.393719709902296
SXS:BBH:0005,50,2,1,0.9971462103551749,0.05935206232918354,10.696859854951148
SXS:BBH:0005,50,3,3,0.961898748798991,0.050604811738744655,32.09057956485344
SXS:BBH:0005,50,4,4,0.9886659419701378,0.17464508680702281,42.78743941980459
